Training Loss,Training Perplexity,Valid. Loss,Valid. Perplexity,Training Time,Validation Time
2.3022213164442697,8.86657710492284e+19,2.1904572855713873,10.822654979360955,2:52:25,0:05:05
2.184051974180143,10.663332584900136,2.1629172914256323,10.51811694490078,2:52:16,0:05:05
2.122645877597834,9.933687720043917,2.1507657152362016,10.399039726464244,2:52:14,0:05:05
2.080623557060057,9.464986647481712,2.146061889108035,10.352030609611818,2:52:16,0:05:05
