Training Loss,Training Perplexity,Valid. Loss,Valid. Perplexity,Training Time,Validation Time
2.1752172845602034,121380.65678069385,1.9273421667019526,8.862924005313246,0:02:47,0:00:52
1.8271963785092036,10.755277703758225,1.9179798458019892,8.774544589096479,0:02:47,0:00:51
